delta0,delta1,delta2,delta3,delta4
8,6,11,9,8
6,3,14,2,5
6,3,14,2,5
6,3,14,2,5
10,7,7,8,10
10,7,7,8,10
10,7,7,8,10
9,7,12,9,10
9,7,12,9,10
9,7,12,9,10
7,10,9,8,10
7,10,9,8,10
7,10,9,8,10
10,10,13,10,11
10,10,13,10,11
10,10,13,10,11
8,11,9,12,11
8,11,9,12,11
8,11,9,12,11
12,12,16,11,15
15,14,16,11,15
15,14,16,11,15
13,12,13,16,19
13,12,13,16,19
13,12,13,16,19
20,17,21,25,24
20,19,21,25,24
20,19,21,25,24
18,16,20,24,33
18,16,20,24,33
18,16,20,24,33
18,18,26,31,41
18,18,26,31,41
18,18,26,31,41
18,16,23,41,53
18,16,23,41,53
18,16,23,41,53
26,21,29,46,61
26,21,29,46,62
26,21,29,46,62
25,17,24,55,69
25,17,24,55,69
25,17,24,55,69
29,22,32,56,76
29,24,32,56,80
29,24,32,56,80
29,20,31,68,94
30,20,31,68,96
30,20,31,68,96
27,22,33,75,97
27,22,33,75,97
27,22,33,75,97
27,20,34,82,102
27,20,34,85,102
27,20,34,85,102
27,20,34,93,103
27,20,34,93,103
27,20,34,93,103
30,17,40,95,93
30,17,40,96,93
30,17,40,96,93
30,21,40,99,82
30,21,40,99,82
30,21,40,99,82
29,18,43,110,81
29,18,43,112,80
29,18,43,112,80
33,21,50,114,65
33,21,50,114,65
33,21,50,114,65
33,21,52,118,66
33,21,52,118,66
33,24,52,118,66
33,24,55,120,58
33,24,55,120,58
33,24,55,120,58
32,24,61,119,61
32,23,61,119,61
32,23,61,119,61
34,23,70,109,53
33,24,70,109,53
33,24,70,109,53
31,22,79,97,49
31,22,84,97,49
31,22,84,97,49
32,28,87,83,51
37,28,90,83,51
37,28,90,83,51
35,28,82,71,54
35,28,82,71,54
35,28,82,71,54
35,28,79,68,49
35,28,79,68,49
35,28,79,68,49
35,35,62,55,52
35,35,58,55,52
35,35,58,55,52
30,29,44,40,40
30,26,44,40,37
30,26,44,40,37
21,14,28,26,18
21,14,28,26,18
21,14,28,26,18
12,11,21,14,15
12,11,21,14,15
12,11,21,14,15
15,12,18,13,15
15,12,18,13,15
15,12,18,13,15
11,10,15,11,9
11,10,15,11,9
11,10,15,11,9
16,8,18,8,10
11,8,17,8,10
11,8,17,8,10
