delta0,delta1,delta2,delta3,delta4
9,7,16,13,16
9,7,17,13,16
9,14,17,13,16
11,11,17,15,17
13,11,19,16,17
13,9,22,18,17
14,9,25,18,19
13,14,28,21,23
14,15,28,23,24
18,20,31,24,28
18,20,36,31,32
18,21,36,34,32
22,24,36,40,32
27,30,42,47,44
27,35,43,50,44
30,36,46,52,49
34,42,49,59,52
36,44,51,61,52
38,43,51,62,56
38,44,59,66,57
34,43,65,66,57
34,43,73,71,58
36,41,88,76,61
36,39,91,76,61
33,39,94,78,61
33,39,106,81,63
41,38,108,82,63
41,38,112,83,63
41,38,114,90,62
41,38,115,90,62
38,35,117,92,62
38,35,119,99,65
38,34,123,107,66
34,34,123,110,66
34,33,122,116,67
34,31,117,126,66
35,31,103,139,68
29,34,102,150,68
29,34,96,164,74
28,36,83,165,76
28,31,80,168,75
28,34,75,169,76
24,34,67,170,87
24,34,65,169,90
24,34,65,167,90
24,34,59,167,92
24,34,59,162,96
24,34,59,162,97
24,34,52,155,97
28,27,51,154,110
28,25,49,150,118
32,25,47,143,123
29,28,42,129,129
29,28,42,121,135
29,28,39,110,136
29,24,39,102,143
31,25,41,88,143
31,25,44,78,129
32,27,41,76,125
28,27,40,73,109
25,25,40,67,94
25,25,40,63,89
25,25,35,60,81
25,25,35,53,71
25,22,34,50,68
23,20,33,46,55
17,16,27,28,35
14,16,24,28,32
13,16,18,23,19
12,8,18,15,18
12,8,20,12,14
11,8,20,11,12
5,5,18,11,10
5,5,12,13,10
5,5,12,13,10
5,4,12,10,9
5,4,18,10,9
5,4,18,10,9
5,6,16,10,9
5,6,15,7,9
