delta0,delta1,delta2,delta3,delta4
7,3,17,9,11
9,6,17,9,11
6,6,15,14,14
6,6,15,14,14
6,6,15,10,10
8,6,18,10,10
8,7,18,10,10
7,7,17,12,11
7,7,16,14,11
7,7,16,14,11
7,7,16,14,13
10,9,20,16,20
10,9,22,16,20
10,9,24,17,20
11,11,24,19,20
12,11,22,19,20
13,18,22,19,20
13,19,30,27,28
15,19,33,32,28
15,21,37,34,29
22,32,42,41,37
23,34,49,50,40
23,37,52,52,43
27,38,66,67,52
27,38,75,67,52
30,39,75,68,59
34,41,91,72,63
34,41,95,76,63
36,37,97,77,63
30,37,109,84,63
30,39,114,84,63
30,39,116,89,62
30,39,116,93,62
30,39,113,93,62
30,34,112,93,61
31,32,112,101,61
31,32,111,105,61
27,30,104,111,62
27,30,101,128,63
27,30,93,130,63
32,31,86,141,63
31,33,85,146,66
31,33,82,149,66
29,30,74,151,66
29,30,71,162,76
29,30,70,162,76
29,30,66,165,76
29,30,66,165,79
29,30,66,165,79
29,30,64,166,82
29,30,62,169,87
29,28,61,169,87
33,28,55,165,89
28,29,52,158,101
28,29,52,155,101
28,24,49,143,101
29,24,49,143,113
29,24,49,137,122
28,26,47,124,123
27,26,42,118,136
27,26,42,106,137
27,27,42,94,137
32,31,42,92,139
32,31,42,86,139
28,26,42,77,122
28,26,40,74,113
31,29,40,68,98
31,29,40,67,89
31,29,41,61,86
31,29,41,60,83
19,20,34,51,63
19,20,26,49,58
15,20,25,39,46
13,16,23,31,30
9,10,19,25,27
7,10,18,19,22
5,5,15,19,13
5,5,15,12,12
3,5,15,10,12
3,7,15,10,9
3,7,13,9,9
3,7,11,9,9
