delta0,delta1,delta2,delta3,delta4
3,3,1,8,0
3,3,1,8,0
3,3,1,8,0
5,3,6,6,3
5,3,6,6,3
5,3,6,6,3
11,5,15,11,7
11,5,15,11,7
11,5,15,11,7
9,8,13,13,7
9,8,13,13,7
9,8,13,13,7
8,8,21,17,11
8,8,21,17,11
8,8,21,17,11
15,17,25,24,14
15,17,25,24,14
15,17,25,24,14
15,18,26,32,22
15,18,26,32,22
15,18,26,32,22
22,27,37,38,25
22,27,37,38,25
22,27,37,38,25
19,30,45,42,30
20,30,52,44,30
20,30,52,44,30
20,24,70,70,33
19,22,70,76,33
19,22,70,76,33
19,19,62,102,42
19,19,52,102,42
19,19,52,102,42
19,19,44,99,47
19,19,43,99,47
19,19,43,98,47
16,17,36,83,65
14,16,30,73,65
14,16,30,67,65
14,15,28,47,60
12,13,25,34,37
12,13,25,34,37
7,6,15,18,17
6,4,10,16,9
6,4,10,16,9
5,5,4,11,7
5,5,4,11,7
5,5,4,11,7
2,2,3,8,-2
2,2,3,8,-2
2,2,3,8,-2
2,4,2,8,6
2,4,2,8,6
