delta0,delta1,delta2,delta3,delta4
-4,0,1,-3,2
-4,0,1,-3,2
-4,-5,1,-2,2
-4,-2,2,-1,0
-4,-2,2,-1,0
-3,-2,2,-1,0
-2,0,3,1,4
-2,0,3,1,4
-2,0,3,3,4
-2,-4,4,3,7
-2,-4,4,3,7
-2,-1,9,5,7
0,5,9,9,5
0,5,9,9,5
5,5,10,9,8
8,5,18,17,12
8,5,18,17,12
8,10,19,17,14
13,22,23,20,25
13,22,23,20,25
13,22,28,28,25
13,29,29,31,27
13,29,29,31,27
13,30,31,32,27
18,34,40,35,34
18,34,40,35,34
18,34,45,46,37
19,34,54,54,46
19,34,55,54,46
19,34,69,60,46
19,32,72,63,49
19,32,77,63,49
24,32,88,68,49
24,31,89,72,46
24,31,89,72,46
21,31,100,79,46
20,27,103,83,47
20,27,103,83,47
20,27,107,86,47
20,27,118,93,45
20,27,118,93,45
20,24,118,107,45
21,24,111,114,46
21,24,111,120,46
24,21,111,147,49
24,19,95,151,56
24,19,94,159,56
17,19,91,168,56
18,18,69,179,66
18,13,69,179,66
18,13,64,181,66
18,13,63,181,66
18,13,63,181,66
18,13,53,173,79
18,13,52,173,79
18,13,52,173,79
18,18,44,169,103
16,18,34,159,107
16,18,34,140,107
13,12,36,137,132
16,12,36,111,132
16,12,36,94,132
17,12,33,87,132
17,12,33,68,109
16,11,33,68,102
16,11,32,47,83
16,11,32,46,71
16,11,32,46,64
16,11,22,34,53
9,0,20,27,26
9,0,20,23,26
4,-4,6,7,10
4,-3,6,3,4
4,-3,6,3,4
-1,-3,3,0,0
-1,-4,3,0,0
-1,-4,3,0,0
