delta0,delta1,delta2,delta3,delta4
-6,-7,-2,-2,0
-6,-7,0,-2,-1
-6,-7,0,-2,-1
-4,-5,1,1,-4
-4,-4,2,1,-4
-4,-4,2,1,-4
-4,-4,1,4,3
-4,-3,0,4,4
-4,-3,1,4,4
3,-1,1,10,4
4,-1,8,11,8
4,-1,8,11,8
2,-1,9,16,17
2,0,9,16,19
2,0,9,16,19
3,3,13,20,22
3,6,16,25,31
3,6,16,26,40
6,6,16,32,44
6,10,21,37,59
7,10,21,41,63
10,10,22,52,67
11,10,23,58,81
11,10,23,60,84
11,13,23,66,86
11,14,23,75,100
11,17,23,80,100
11,17,22,92,99
11,15,22,93,94
8,9,22,99,94
11,11,29,101,77
11,11,29,117,77
11,11,29,117,76
11,11,29,123,71
11,11,34,127,60
11,9,34,127,60
11,6,36,129,45
11,6,44,131,42
11,6,47,131,42
13,10,49,131,31
13,10,68,129,31
13,10,86,118,31
13,11,89,94,32
13,11,104,92,32
13,11,104,83,32
18,18,95,62,32
18,21,94,62,32
18,21,83,62,32
18,21,64,47,29
18,21,64,47,29
18,38,57,47,29
15,39,35,35,28
14,39,33,27,16
14,34,31,23,16
9,11,26,17,9
7,6,18,8,5
3,-1,17,8,5
-2,-3,11,7,4
-2,-3,9,7,0
-2,-3,9,7,0
-1,-3,7,6,0
-2,-4,1,4,-3
