delta0,delta1,delta2,delta3,delta4
21,22,29,30,32
20,17,31,31,28
20,17,31,31,28
20,17,34,26,28
20,16,29,26,27
20,16,29,26,27
20,16,29,26,27
22,19,29,25,27
22,19,29,25,27
22,20,29,25,27
17,20,31,25,30
17,20,31,25,30
17,22,31,25,33
21,20,33,32,32
21,20,33,32,32
21,20,33,33,32
22,23,34,33,31
22,23,34,33,31
22,23,38,33,31
24,24,40,37,40
24,24,40,37,40
27,33,41,37,41
25,32,46,44,42
25,32,46,44,42
25,32,46,44,42
29,37,53,56,47
29,37,53,56,47
29,37,65,62,47
34,37,73,73,55
34,37,77,89,55
34,37,84,90,55
39,37,79,134,77
40,43,79,147,77
40,43,71,155,80
40,43,65,166,95
40,43,63,166,95
35,42,57,148,95
31,37,50,140,129
31,37,50,107,129
31,36,44,74,100
36,36,42,73,98
36,36,42,62,84
36,36,40,54,63
36,36,36,48,52
25,25,36,48,52
25,25,35,37,35
23,22,32,34,32
23,22,32,34,32
21,22,30,32,29
17,18,30,25,29
17,18,30,25,29
17,18,32,22,29
17,18,31,22,28
17,18,31,22,28
18,18,31,24,28
18,19,27,23,27
18,19,27,23,27
18,19,27,23,27
18,20,30,27,28
18,20,30,27,28
18,20,30,23,28
19,20,32,23,28
19,20,32,23,28
19,23,32,25,28
