delta0,delta1,delta2,delta3,delta4
13,13,17,16,17
10,15,17,16,17
10,15,17,16,17
10,11,22,16,19
14,11,21,16,19
14,11,21,16,19
14,8,21,13,18
12,8,23,13,18
12,8,23,13,18
12,16,21,17,20
16,15,21,18,22
16,15,21,18,22
21,14,26,24,23
20,14,25,24,23
20,14,25,25,23
20,17,25,28,27
21,16,28,31,36
21,16,28,31,36
22,15,32,31,36
27,15,32,37,49
27,15,32,38,49
30,20,33,44,54
33,21,33,53,63
33,21,33,53,67
35,25,37,61,75
35,25,37,66,86
35,25,37,69,99
36,19,42,72,100
36,19,40,75,113
36,19,41,75,113
36,19,41,82,113
36,19,44,83,113
36,19,44,84,113
34,25,44,87,118
34,24,44,102,118
34,24,44,109,118
37,24,45,111,108
37,24,45,125,100
37,24,45,136,100
37,25,50,137,88
38,25,60,147,88
38,25,60,155,83
37,28,61,156,73
37,28,75,163,73
37,28,79,163,70
37,28,80,157,70
37,28,92,156,68
35,30,100,145,68
35,30,102,136,64
35,30,110,134,64
35,30,117,129,64
35,30,118,119,64
38,35,126,112,66
39,35,126,105,66
40,35,119,89,67
43,35,113,88,67
43,36,108,81,67
43,40,89,70,63
43,41,79,70,63
43,41,73,68,63
43,41,64,61,54
43,41,60,59,51
43,37,56,59,51
34,25,41,43,39
32,25,40,40,35
27,22,40,38,35
22,20,29,30,27
22,16,28,23,24
22,16,24,23,24
15,10,22,17,21
14,10,21,17,20
14,10,21,17,20
14,12,21,16,18
16,12,20,16,18
16,12,20,16,18
12,14,20,15,16
12,9,20,14,16
12,9,20,14,16
