delta0,delta1,delta2,delta3,delta4
5,6,15,7,9
8,10,14,7,11
8,11,14,7,14
8,11,14,7,14
8,12,15,9,13
8,10,15,9,13
8,10,15,9,13
6,9,15,11,11
6,9,17,15,11
9,9,17,15,11
9,8,20,17,14
9,8,23,17,14
9,7,23,17,15
9,7,22,16,19
9,7,22,16,19
9,7,22,17,19
12,14,26,19,25
15,16,27,22,25
15,16,28,22,25
15,16,31,26,27
15,16,32,26,27
17,21,32,27,29
19,23,36,30,33
20,29,38,39,34
24,31,46,39,38
30,36,47,48,44
33,40,59,59,54
33,42,64,62,54
33,43,67,65,55
33,44,69,66,57
38,44,74,66,55
38,41,81,70,57
38,40,85,71,59
35,38,91,73,59
35,37,93,76,56
32,37,100,86,56
32,38,100,86,56
32,38,100,90,59
34,36,100,90,59
34,36,103,90,59
28,34,103,96,62
28,34,103,102,59
28,34,101,102,59
28,34,98,104,59
28,34,98,111,67
28,34,98,111,67
28,34,96,113,65
28,32,95,117,63
28,30,95,121,63
29,30,89,124,63
29,30,86,138,72
31,30,82,144,72
31,30,76,147,72
30,29,75,158,74
30,30,67,164,78
28,27,60,167,78
28,27,55,171,89
28,27,53,171,99
30,27,52,165,100
35,27,50,160,108
35,26,49,155,117
34,26,47,141,119
26,25,45,137,135
30,27,45,124,136
29,26,45,110,139
29,26,45,106,143
29,26,45,99,143
30,27,45,86,141
30,28,45,83,134
30,27,43,80,125
30,27,43,67,104
30,27,42,67,92
30,27,39,67,86
30,27,35,56,74
30,27,33,53,69
21,18,31,45,56
17,17,28,31,39
14,9,25,31,31
11,8,19,20,24
10,8,18,17,17
10,4,18,15,15
10,4,18,13,15
7,3,18,12,11
7,3,17,9,11
