delta0,delta1,delta2,delta3,delta4
1,2,3,0,3
1,2,3,0,3
1,2,3,0,1
2,2,4,4,1
2,2,4,4,1
2,2,4,4,2
0,5,2,4,2
0,5,2,4,2
0,5,3,4,2
0,5,3,7,7
0,5,3,7,7
3,5,7,7,7
5,2,11,6,10
5,2,11,6,10
5,2,11,7,13
6,8,13,13,13
6,8,13,13,13
6,8,16,16,16
12,15,16,23,24
12,15,16,23,24
12,15,23,23,28
12,21,25,30,28
12,21,25,30,28
12,25,30,30,28
15,29,34,37,29
15,29,34,37,29
16,29,37,40,37
25,33,45,48,43
25,33,46,48,43
25,33,49,53,45
26,35,56,57,47
26,35,60,57,47
26,35,69,62,47
24,35,73,69,49
24,35,78,69,49
24,35,96,76,49
29,33,99,80,55
29,33,108,80,55
42,40,109,90,55
42,40,116,95,54
42,40,117,95,54
42,40,123,100,54
23,27,123,108,52
23,27,123,108,52
23,25,117,124,52
21,22,110,127,52
21,22,103,137,52
21,19,98,157,61
22,19,81,158,70
22,19,80,175,70
22,19,74,181,70
18,12,62,181,78
18,12,62,181,78
18,12,62,179,83
18,12,55,178,97
18,12,55,178,97
18,12,53,178,106
18,12,46,161,116
25,19,46,160,118
25,19,42,156,133
23,17,42,131,139
23,17,42,117,162
23,17,42,113,162
25,20,39,86,153
25,20,39,81,143
25,20,39,80,123
22,15,32,51,76
18,10,32,48,59
18,10,31,39,55
18,10,19,19,26
18,10,19,19,26
18,10,19,19,25
1,-2,10,5,4
1,-2,10,5,4
3,-2,9,2,3
3,-2,5,2,5
3,-2,5,2,5
2,0,5,2,5
