delta0,delta1,delta2,delta3,delta4
-6,-8,-1,-3,-3
-6,-8,-1,-6,-3
-5,-10,-5,-1,-9
-5,-10,-5,-1,-9
-5,-10,-5,-1,-9
-5,-6,-6,-8,-9
-5,-6,-6,-8,-9
-5,-6,-6,-8,-9
-5,0,-7,-7,-8
-5,0,-7,-7,-8
-2,0,-4,-7,-8
-2,-7,-1,-1,-1
-2,-7,-1,-1,-1
-4,-8,0,-1,-1
-2,-3,5,7,0
-2,-3,5,7,0
-2,-3,5,9,0
0,-1,10,10,9
0,-1,10,10,9
7,3,14,16,9
12,18,24,22,23
12,18,24,22,23
12,28,26,31,23
15,34,34,34,28
15,34,34,34,28
19,37,43,35,28
19,37,46,47,41
19,37,46,47,41
19,36,65,53,41
23,37,69,59,43
23,37,72,59,43
23,37,98,67,43
21,26,99,72,45
21,26,118,72,45
34,41,127,84,45
34,41,138,85,41
34,41,138,85,41
34,41,140,94,41
13,14,142,97,30
13,14,142,97,30
11,14,142,137,29
10,14,134,138,29
10,14,132,138,29
10,10,121,178,27
10,10,105,178,28
10,10,93,178,28
11,6,83,198,41
11,6,65,198,41
7,3,65,198,41
7,3,57,193,48
7,3,49,193,48
7,3,49,193,48
7,3,47,191,58
7,3,47,191,58
7,3,47,191,58
13,5,42,175,71
13,5,39,159,71
13,5,39,155,71
7,-1,25,143,76
5,-5,20,101,97
5,-5,20,101,97
5,-5,20,93,97
7,-5,21,64,108
7,-7,21,64,108
7,-7,21,63,108
7,-7,15,43,89
7,-7,15,43,89
7,-7,15,43,89
3,-8,13,24,39
3,-8,13,24,39
3,-8,11,18,34
-5,-10,1,-1,-5
-5,-10,1,-1,-5
-5,-10,1,-3,-5
