delta0,delta1,delta2,delta3,delta4
9,5,15,11,8
12,5,15,11,11
12,5,15,12,11
9,7,15,12,12
9,7,14,12,9
9,7,14,10,9
9,5,14,10,9
9,5,16,10,12
10,5,16,9,12
10,7,17,9,13
11,8,15,16,15
11,8,15,16,15
11,8,15,16,15
20,9,18,22,20
20,9,18,22,20
19,11,18,22,20
19,11,19,28,31
19,11,20,28,31
21,13,20,31,34
25,13,30,36,47
25,13,30,40,47
25,14,30,45,47
30,17,31,50,64
30,17,31,52,64
30,19,31,54,66
34,19,34,60,81
34,19,34,61,81
34,19,34,65,85
30,19,35,73,97
30,19,35,75,97
30,19,40,81,98
34,19,38,89,100
34,19,38,89,100
34,19,38,90,99
34,20,40,97,99
33,20,40,104,99
25,16,40,106,93
25,16,42,111,90
25,16,42,111,90
25,16,42,116,86
32,19,43,116,83
32,19,43,116,83
32,19,46,118,72
33,23,47,121,71
33,23,47,121,71
33,22,47,112,66
35,21,54,110,59
35,21,56,109,59
35,21,58,103,56
31,21,64,100,50
31,21,66,98,50
31,21,72,97,48
31,22,84,94,48
31,22,84,94,48
34,28,88,89,53
34,28,95,85,53
34,28,95,85,53
37,28,95,84,55
37,29,98,76,55
37,29,98,76,55
37,34,95,70,55
44,34,91,70,59
44,34,91,70,59
44,34,86,66,54
44,34,77,63,53
36,34,72,63,53
36,36,59,53,51
38,40,55,49,46
38,40,42,48,46
26,24,37,30,29
23,23,30,28,23
23,17,27,20,23
14,13,24,17,22
14,12,20,13,17
14,12,20,13,17
18,10,20,13,17
13,10,13,13,12
13,10,13,13,12
13,8,13,10,12
10,4,17,10,10
10,4,17,10,10
10,4,15,11,10
