delta0,delta1,delta2,delta3,delta4
0,2,3,5,2
0,2,3,5,2
7,1,6,10,10
7,1,6,10,10
7,1,6,10,10
7,5,12,16,13
7,5,12,18,13
7,5,12,18,15
10,6,11,17,21
10,6,11,17,21
10,6,11,17,21
14,6,13,25,33
15,6,13,25,35
15,6,16,30,35
14,10,21,41,51
14,10,21,41,51
14,10,21,41,65
14,11,24,55,75
14,11,24,58,76
14,11,24,61,81
11,6,16,63,81
11,6,16,64,81
7,8,24,81,81
7,8,24,81,81
7,8,24,83,81
11,8,23,102,73
11,8,23,102,73
11,8,23,102,73
11,8,29,112,67
11,8,29,112,67
11,8,29,112,63
17,9,37,118,40
17,9,37,118,37
17,9,37,118,37
15,10,46,119,31
15,10,53,119,31
15,10,61,119,31
18,9,80,119,20
18,9,81,119,20
18,9,90,119,20
21,15,125,115,33
21,15,142,114,33
21,15,164,95,33
17,11,164,92,24
19,21,113,51,20
19,21,71,51,20
19,21,70,48,20
19,21,38,27,12
19,21,38,27,12
19,21,31,26,12
3,-1,14,2,-12
3,-1,13,2,-12
3,-1,13,2,-12
-5,-13,-5,-1,-6
-5,-13,-5,-1,-6
-5,-13,-5,-1,-6
