delta0,delta1,delta2,delta3,delta4
0009,0011,0021,0032,0023
0009,0011,0021,0032,0023
0009,0013,0026,0036,0030
0009,0013,0026,0036,0030
0009,0013,0026,0036,0030
0013,0011,0032,0045,0033
0013,0011,0032,0045,0033
0013,0011,0032,0045,0033
0015,0009,0036,0056,0040
0015,0009,0036,0056,0040
0015,0009,0036,0056,0040
0013,0011,0036,0082,0041
0013,0011,0036,0082,0041
0013,0011,0036,0082,0041
0013,0012,0037,0093,0042
0013,0012,0037,0093,0042
0013,0012,0037,0074,0042
0016,0010,0031,0071,0036
0016,0010,0031,0047,0036
0016,0010,0031,0040,0036
0009,0011,0019,0031,0023
0009,0011,0019,0024,0023
0009,0011,0019,0024,0023
0010,0002,0018,0015,0020
0010,0002,0018,0015,0020
0010,0002,0018,0015,0020
0008,0003,0013,0011,0016
0008,0003,0013,0011,0016
0008,0003,0013,0011,0016
0005,0002,0012,0008,0014
