delta0,delta1,delta2,delta3,delta4
0009,0012,0027,0039,0026
0009,0012,0027,0039,0026
0013,0014,0031,0063,0032
0013,0014,0031,0063,0032
0013,0014,0031,0063,0032
0011,0012,0043,0113,0040
0011,0012,0043,0136,0040
0011,0012,0043,0139,0040
0011,0012,0047,0186,0045
0011,0012,0047,0186,0045
0011,0012,0047,0180,0045
0020,0008,0048,0165,0037
0020,0008,0048,0108,0037
0016,0008,0046,0052,0037
0016,0010,0037,0049,0021
0016,0010,0037,0038,0021
0016,0010,0037,0037,0021
0016,0010,0033,0021,0021
0008,0002,0033,0021,0021
0008,0002,0027,0021,0021
0002,-001,0013,0010,0013
0002,-001,0013,0010,0013
0002,-001,0013,0010,0013
0004,0002,0010,0007,0008
0004,0002,0010,0007,0008
0004,0002,0010,0007,0008
0001,0004,0007,0008,0009
0001,0004,0007,0008,0009
0001,0004,0007,0008,0009
0007,0003,0010,0008,0010
