delta0,delta1,delta2,delta3,delta4
0013,0010,0029,0034,0032
0013,0010,0029,0034,0032
0013,0013,0033,0045,0033
0013,0013,0033,0045,0033
0013,0013,0033,0045,0033
0010,0014,0035,0070,0036
0010,0014,0035,0070,0036
0010,0014,0035,0070,0036
0012,0017,0041,0100,0042
0012,0017,0041,0100,0042
0012,0017,0041,0100,0042
0026,0021,0035,0090,0041
0026,0021,0035,0084,0041
0026,0019,0035,0066,0041
0011,0012,0027,0062,0030
0011,0012,0027,0042,0030
0011,0012,0027,0037,0030
0010,0011,0019,0024,0020
0010,0011,0019,0022,0020
0010,0011,0019,0022,0020
0011,0006,0020,0015,0019
0011,0006,0020,0015,0019
0011,0006,0020,0015,0019
0008,0005,0013,0011,0018
0008,0005,0013,0011,0018
0008,0005,0013,0011,0018
0008,0003,0013,0008,0015
0008,0003,0013,0008,0015
0008,0003,0013,0008,0015
0005,0005,0005,0009,0011
