delta0,delta1,delta2,delta3,delta4
0006,0005,0022,0033,0027
0006,0005,0022,0033,0027
0008,0005,0031,0049,0029
0008,0005,0031,0049,0029
0008,0005,0031,0049,0029
0009,0009,0032,0066,0039
0009,0009,0032,0066,0039
0009,0009,0032,0066,0039
0013,0010,0035,0090,0037
0013,0010,0035,0090,0037
0013,0010,0035,0090,0037
0008,0010,0036,0065,0033
0008,0010,0036,0065,0033
0008,0010,0033,0051,0033
0009,0003,0028,0034,0025
0009,0003,0028,0031,0025
0006,0003,0022,0031,0025
0006,0001,0020,0016,0018
0006,0001,0020,0016,0018
0006,0001,0017,0016,0018
0002,0004,0010,0007,0012
0002,0004,0010,0007,0012
0002,0004,0010,0007,0012
0003,0002,0005,0004,0011
0003,0002,0005,0004,0011
0003,0002,0005,0004,0011
-001,0000,0004,0003,0009
-001,0000,0004,0003,0009
-001,0000,0004,0003,0009
-002,0000,0006,0001,0009
