delta0,delta1,delta2,delta3,delta4
0012,0013,0033,0045,0036
0008,0012,0028,0029,0027
0008,0012,0028,0029,0027
0008,0012,0028,0029,0027
0007,0007,0014,0018,0020
0007,0007,0014,0018,0020
0007,0007,0014,0018,0020
0006,0005,0013,0013,0021
0006,0005,0013,0013,0021
0006,0005,0013,0013,0021
0007,0004,0010,0015,0016
0007,0004,0010,0015,0016
0007,0004,0010,0015,0016
0004,0006,0009,0012,0014
0004,0006,0009,0012,0014
0004,0006,0009,0012,0014
0003,0007,0013,0011,0013
0003,0007,0013,0011,0013
0003,0007,0013,0011,0013
0003,0004,0007,0010,0009
0003,0004,0007,0010,0009
0003,0004,0007,0010,0009
0002,0007,0013,0011,0013
0002,0007,0013,0011,0013
0002,0007,0013,0011,0013
0002,0003,0011,0011,0012
0002,0003,0011,0011,0012
0002,0003,0011,0011,0012
0003,0006,0010,0010,0012
0003,0006,0010,0010,0012
