delta0,delta1,delta2,delta3,delta4
0008,0011,0024,0034,0026
0008,0011,0024,0034,0026
0011,0014,0029,0040,0029
0011,0014,0029,0040,0029
0011,0014,0029,0040,0029
0012,0012,0028,0047,0033
0012,0012,0028,0047,0033
0012,0012,0028,0047,0033
0011,0011,0033,0062,0033
0011,0011,0033,0062,0033
0011,0011,0033,0062,0033
0013,0012,0036,0095,0037
0013,0012,0036,0095,0037
0013,0012,0036,0095,0037
0019,0013,0041,0092,0046
0019,0013,0041,0092,0046
0019,0013,0041,0082,0046
0013,0015,0032,0072,0038
0013,0015,0032,0058,0038
0013,0015,0032,0046,0038
0013,0010,0025,0035,0028
0013,0010,0025,0028,0028
0013,0010,0025,0028,0028
0005,0005,0018,0016,0018
0005,0005,0017,0016,0018
0005,0005,0017,0016,0018
0009,0003,0015,0013,0016
0009,0003,0015,0013,0016
0009,0003,0015,0013,0016
0004,0004,0009,0014,0011
