delta0,delta1,delta2,delta3,delta4
0008,0010,0020,0031,0028
0008,0010,0020,0031,0028
0015,0009,0031,0044,0035
0015,0009,0031,0044,0035
0015,0009,0031,0044,0035
0013,0014,0033,0073,0041
0013,0014,0033,0073,0041
0013,0014,0033,0077,0041
0017,0013,0042,0112,0044
0017,0013,0042,0112,0044
0017,0013,0042,0112,0044
0017,0013,0038,0119,0045
0017,0013,0038,0119,0045
0017,0013,0038,0110,0045
0015,0012,0035,0101,0033
0015,0012,0035,0074,0033
0003,-007,0035,0056,0033
0003,-007,0029,0043,0026
0003,-007,0029,0043,0026
0003,-007,0029,0039,0026
0006,0002,0029,0023,0017
0006,0002,0029,0021,0017
0006,0002,0029,0021,0017
0005,0000,0020,0014,0012
0005,0000,0020,0014,0012
0005,0000,0020,0014,0012
0006,0003,0018,0011,0011
0006,0003,0018,0011,0011
0006,0003,0018,0011,0011
0006,0006,0014,0010,0008
