delta0,delta1,delta2,delta3,delta4
0009,0011,0025,0031,0024
0009,0011,0025,0031,0024
0009,0011,0024,0037,0029
0009,0011,0024,0037,0029
0009,0011,0024,0037,0029
0016,0014,0030,0040,0032
0016,0014,0030,0040,0032
0016,0014,0030,0040,0032
0015,0012,0040,0056,0040
0015,0012,0040,0063,0040
0015,0012,0040,0063,0040
0011,0015,0041,0100,0041
0011,0015,0041,0100,0041
0011,0015,0041,0106,0041
0022,0020,0039,0115,0042
0022,0020,0039,0115,0042
0022,0020,0039,0115,0042
0022,0020,0047,0102,0040
0017,0011,0047,0094,0040
0017,0011,0047,0058,0040
0023,0021,0043,0057,0026
0023,0021,0043,0038,0026
0023,0021,0043,0038,0026
0023,0021,0032,0024,0019
0010,0004,0032,0024,0019
0010,0004,0032,0024,0019
0008,0005,0021,0016,0012
0008,0005,0021,0016,0012
0008,0005,0021,0016,0012
0005,-002,0016,0008,0010
