delta0,delta1,delta2,delta3,delta4
0014,0013,0024,0031,0029
0014,0013,0024,0031,0029
0014,0015,0028,0039,0034
0014,0015,0028,0039,0034
0014,0015,0028,0039,0034
0015,0018,0037,0047,0035
0015,0018,0037,0047,0035
0015,0018,0037,0047,0035
0015,0016,0036,0067,0042
0015,0016,0036,0067,0042
0015,0016,0036,0069,0042
0020,0020,0043,0109,0054
0020,0020,0043,0109,0054
0020,0020,0043,0123,0054
0020,0020,0048,0137,0054
0020,0020,0048,0137,0054
0020,0020,0048,0128,0054
0017,0011,0040,0115,0043
0017,0011,0040,0096,0043
0017,0011,0040,0062,0043
0024,0023,0034,0052,0035
0024,0023,0034,0047,0035
0024,0023,0034,0047,0035
0024,0023,0034,0032,0023
0011,0012,0034,0032,0023
0011,0012,0034,0028,0023
0008,0008,0025,0017,0019
0008,0008,0025,0017,0019
0008,0008,0025,0017,0019
0009,0005,0016,0016,0015
