delta0,delta1,delta2,delta3,delta4
0009,0011,0025,0037,0024
0009,0011,0025,0037,0024
0013,0009,0033,0042,0031
0013,0009,0033,0042,0031
0013,0009,0033,0042,0031
0011,0015,0036,0078,0033
0011,0015,0036,0078,0033
0011,0015,0036,0080,0033
0013,0013,0041,0099,0037
0013,0013,0041,0099,0037
0013,0013,0041,0071,0037
0008,0011,0030,0064,0030
0008,0011,0030,0048,0030
0008,0011,0030,0041,0030
0009,0007,0020,0021,0022
0009,0007,0020,0020,0022
0009,0007,0020,0020,0022
0010,0007,0017,0016,0021
0010,0007,0017,0016,0021
0010,0007,0017,0016,0021
0007,0002,0010,0009,0013
0007,0002,0010,0009,0013
0007,0002,0010,0009,0013
0008,0003,0014,0009,0013
0008,0003,0014,0009,0013
0008,0003,0014,0009,0013
0004,0003,0006,0011,0010
0004,0003,0006,0011,0010
0004,0003,0006,0011,0010
0003,0005,0008,0012,0009
