delta0,delta1,delta2,delta3,delta4
0008,0006,0022,0035,0026
0008,0006,0022,0035,0026
0007,0011,0026,0037,0030
0007,0011,0026,0037,0030
0007,0011,0026,0037,0030
0006,0005,0029,0049,0034
0006,0005,0029,0049,0034
0006,0005,0029,0049,0034
0014,0008,0035,0078,0034
0014,0008,0035,0078,0034
0014,0008,0035,0084,0034
0013,0010,0038,0121,0042
0013,0010,0038,0121,0042
0013,0010,0038,0121,0042
0013,0010,0034,0113,0041
0013,0010,0034,0113,0041
0013,0010,0034,0089,0041
0012,0002,0034,0081,0030
0012,0002,0034,0051,0030
-006,-010,0034,0046,0030
-006,-010,0030,0026,0019
-006,-010,0030,0026,0019
-006,-010,0030,0026,0019
0005,0005,0023,0015,0015
0005,0005,0023,0015,0015
0005,0005,0023,0015,0015
0005,0001,0016,0008,0008
0005,0001,0016,0008,0008
0005,0001,0016,0008,0008
0005,-002,0015,0009,0006
