delta0,delta1,delta2,delta3,delta4
0006,0007,0025,0046,0036
0006,0007,0025,0046,0036
0005,0011,0027,0073,0036
0005,0011,0027,0073,0036
0005,0011,0027,0073,0036
0007,0011,0030,0082,0035
0007,0011,0030,0082,0035
0007,0011,0030,0071,0035
0007,0007,0027,0048,0035
0007,0007,0027,0048,0035
0007,0007,0027,0035,0031
0008,0008,0025,0027,0021
0008,0008,0025,0027,0021
0008,0008,0021,0026,0021
0007,0005,0014,0014,0012
0007,0005,0014,0014,0012
0007,0005,0014,0013,0012
0002,0002,0011,0008,0012
0002,0002,0011,0008,0012
0002,0002,0011,0008,0012
0002,0001,0005,0000,0005
0002,0001,0005,0000,0005
0002,0001,0005,0000,0005
0003,0002,0004,0001,0009
0003,0002,0004,0001,0009
0003,0002,0004,0001,0009
0000,0002,0003,0000,0010
0000,0002,0003,0000,0010
0000,0002,0003,0000,0010
0000,0000,0004,0000,0007
