delta0,delta1,delta2,delta3,delta4
0007,0010,0028,0038,0021
0007,0010,0028,0038,0021
0011,0010,0029,0052,0023
0011,0010,0029,0052,0023
0011,0010,0029,0052,0023
0012,0009,0034,0059,0026
0012,0009,0034,0059,0026
0012,0009,0034,0059,0026
0013,0007,0039,0069,0031
0013,0007,0039,0069,0031
0013,0007,0039,0069,0031
0011,0010,0041,0069,0028
0011,0010,0041,0069,0028
0011,0010,0041,0069,0028
0012,0007,0042,0070,0026
0012,0007,0042,0070,0026
0012,0007,0042,0070,0026
0014,0010,0040,0072,0030
0014,0010,0040,0072,0030
0014,0010,0040,0072,0030
0013,0011,0041,0082,0029
0013,0011,0041,0082,0029
0013,0011,0041,0082,0029
0015,0014,0039,0073,0028
0015,0014,0039,0073,0028
0015,0014,0039,0073,0028
0015,0013,0033,0057,0025
0015,0013,0033,0057,0025
0015,0013,0033,0046,0025
0009,0004,0025,0030,0017
