delta0,delta1,delta2,delta3,delta4
0006,0006,0022,0035,0026
0006,0006,0022,0035,0026
0010,0007,0030,0065,0033
0010,0007,0030,0065,0033
0010,0007,0030,0069,0033
0008,0007,0034,0112,0045
0008,0007,0034,0112,0045
0008,0007,0033,0119,0045
0008,0007,0032,0139,0045
0008,0007,0032,0139,0045
0008,0007,0032,0121,0045
0011,0004,0031,0109,0036
0011,0004,0031,0080,0036
0011,0004,0031,0051,0035
0011,0010,0023,0031,0020
0011,0010,0023,0031,0020
0011,0010,0022,0031,0020
0011,0010,0022,0020,0011
0006,-002,0022,0020,0011
0006,-002,0027,0016,0011
0001,-002,0017,0009,0010
0001,-002,0017,0009,0010
0001,-002,0016,0009,0010
0003,0000,0013,0008,0005
0003,0000,0013,0008,0005
0003,0000,0013,0008,0005
0000,0001,0010,0003,0003
0000,0001,0010,0003,0003
0000,0001,0010,0003,0003
0003,-002,0011,0003,0006
