delta0,delta1,delta2,delta3,delta4
0007,0011,0026,0044,0029
0007,0011,0026,0044,0029
0008,0007,0032,0073,0037
0008,0007,0032,0073,0037
0008,0007,0032,0073,0037
0010,0010,0034,0111,0044
0010,0010,0034,0111,0044
0010,0010,0034,0111,0044
0010,0010,0035,0132,0048
0010,0010,0035,0132,0048
0010,0010,0035,0132,0048
0015,0007,0042,0134,0040
0015,0007,0042,0134,0040
0015,0007,0041,0097,0040
0008,0002,0032,0081,0030
0008,0002,0032,0048,0030
-005,-013,0031,0041,0030
-005,-013,0024,0028,0017
-005,-013,0024,0028,0017
-005,-013,0024,0028,0017
0007,0000,0024,0016,0012
0007,0000,0024,0016,0012
0006,0000,0024,0016,0012
0002,-001,0014,0005,0011
0002,-001,0014,0005,0011
0002,-001,0014,0005,0011
0003,-001,0008,0007,0006
0003,-001,0008,0007,0006
0003,-001,0008,0007,0006
0006,-004,0012,0006,0007
