delta0,delta1,delta2,delta3,delta4
0013,0012,0030,0038,0034
0013,0012,0030,0038,0034
0011,0012,0034,0054,0039
0011,0012,0034,0057,0039
0011,0012,0034,0057,0039
0017,0014,0041,0100,0048
0017,0014,0041,0106,0048
0017,0014,0041,0110,0048
0017,0014,0039,0147,0047
0017,0014,0039,0156,0047
0017,0014,0039,0171,0047
0017,0015,0044,0171,0044
0017,0015,0044,0157,0044
0017,0015,0044,0099,0044
0017,0010,0034,0088,0033
0017,0010,0034,0049,0033
0008,-001,0034,0049,0033
0008,-001,0028,0033,0023
0008,-001,0028,0033,0023
0008,-001,0028,0033,0023
0009,0008,0023,0020,0016
0009,0008,0023,0020,0016
0009,0008,0023,0020,0016
0006,0002,0020,0011,0011
0006,0002,0020,0011,0011
0006,0002,0020,0011,0011
0006,0003,0014,0014,0011
0006,0003,0014,0014,0011
0006,0003,0014,0014,0011
0005,0000,0015,0005,0008
