delta0,delta1,delta2,delta3,delta4
0008,0005,0023,0041,0021
0008,0005,0023,0041,0021
0008,0008,0034,0068,0025
0008,0008,0034,0068,0025
0008,0008,0034,0068,0025
0008,0009,0036,0092,0027
0008,0009,0036,0092,0027
0008,0009,0036,0092,0027
0011,0009,0023,0060,0027
0011,0009,0023,0055,0027
0011,0009,0023,0045,0027
0006,0004,0014,0024,0013
0006,0004,0014,0023,0013
0006,0004,0014,0023,0013
0000,0003,0009,0010,0005
0000,0003,0009,0010,0005
0000,0003,0009,0010,0005
-001,0002,0003,0004,-001
-001,0002,0003,0004,-001
-001,0002,0003,0004,-001
0002,0002,-002,0000,0002
0002,0002,-002,0000,0002
0002,0002,-002,0000,0002
0001,0001,-003,0000,0003
0001,0001,-003,0000,0003
0001,0001,-003,0000,0003
0001,0002,-003,-002,-005
0001,0002,-003,-002,-005
0001,0002,-003,-002,-005
-003,-001,-002,-002,0000
