delta0,delta1,delta2,delta3,delta4
0011,0017,0027,0026,0032
0011,0017,0027,0026,0032
0017,0014,0027,0035,0034
0017,0014,0027,0035,0034
0017,0014,0027,0035,0034
0021,0016,0033,0045,0037
0021,0016,0033,0045,0037
0021,0016,0033,0045,0037
0020,0019,0034,0058,0046
0020,0019,0034,0058,0046
0020,0019,0034,0058,0046
0017,0021,0046,0110,0051
0017,0021,0046,0122,0051
0017,0021,0046,0127,0051
0017,0021,0044,0171,0064
0017,0021,0044,0185,0064
0017,0021,0044,0197,0064
0024,0019,0046,0197,0063
0024,0019,0046,0193,0063
0024,0019,0046,0123,0062
0020,0018,0043,0110,0040
0020,0018,0043,0070,0040
0009,0001,0043,0058,0040
0009,0001,0035,0047,0033
0009,0001,0035,0047,0033
0009,0001,0035,0044,0033
0017,0008,0035,0031,0027
0017,0008,0035,0031,0027
0017,0008,0035,0031,0027
0012,0014,0029,0019,0018
