delta0,delta1,delta2,delta3,delta4
0009,0010,0021,0050,0027
0009,0010,0021,0050,0027
0011,0011,0026,0094,0035
0011,0011,0026,0104,0035
-005,-003,0026,0105,0035
-005,-003,0034,0155,0035
-005,-003,0034,0155,0035
-005,-003,0034,0155,0035
0009,0011,0035,0158,0028
0009,0011,0035,0158,0028
0009,0011,0035,0090,0028
0004,0006,0031,0079,0017
0004,0006,0031,0041,0017
-007,-011,0031,0035,0017
-007,-011,0025,0021,0010
-007,-011,0025,0021,0010
-007,-011,0025,0020,0010
0006,0005,0017,0010,0007
0006,0005,0017,0010,0007
0006,0005,0017,0010,0007
0001,0004,0008,0007,0004
0001,0004,0008,0007,0004
0001,0004,0008,0007,0004
0000,0003,0002,0007,0001
0000,0003,0002,0007,0001
0000,0003,0002,0007,0001
0001,0002,0003,0006,0000
0001,0002,0003,0006,0000
0001,0002,0003,0006,0000
-001,0002,0001,0000,-001
