delta0,delta1,delta2,delta3,delta4
0011,0015,0025,0033,0031
0011,0015,0025,0033,0031
0013,0012,0026,0038,0031
0013,0012,0026,0038,0031
0013,0012,0026,0038,0031
0012,0017,0036,0056,0033
0012,0017,0036,0056,0033
0012,0017,0036,0056,0033
0014,0014,0036,0085,0044
0014,0014,0036,0086,0044
0014,0014,0036,0092,0044
0016,0018,0041,0099,0048
0016,0018,0041,0099,0048
0016,0018,0041,0076,0048
0014,0016,0032,0073,0034
0014,0016,0031,0048,0034
0014,0016,0031,0040,0034
0013,0010,0023,0023,0026
0013,0010,0023,0020,0026
0013,0010,0023,0020,0026
0014,0007,0020,0016,0022
0014,0007,0020,0016,0022
0014,0007,0020,0016,0022
0009,0013,0011,0016,0017
0009,0013,0011,0016,0017
0009,0013,0011,0016,0017
0007,0004,0011,0008,0016
0007,0004,0011,0008,0016
0007,0004,0011,0008,0016
0011,0004,0014,0007,0017
