delta0,delta1,delta2,delta3,delta4
0007,0003,0023,0039,0016
0007,0003,0023,0039,0016
0010,0008,0025,0057,0030
0010,0008,0025,0057,0030
0010,0008,0025,0057,0030
0010,0007,0032,0095,0031
0010,0007,0032,0095,0031
0010,0007,0032,0098,0031
0012,0012,0033,0104,0034
0012,0012,0033,0104,0034
0012,0012,0033,0104,0034
0012,0012,0034,0092,0037
0012,0012,0034,0092,0037
0012,0012,0034,0079,0037
0009,0006,0024,0059,0028
0009,0006,0024,0049,0028
0009,0006,0024,0047,0028
0005,0002,0019,0024,0013
0019,0017,0031,0038,0041
0014,0017,0026,0034,0031
0014,0017,0026,0034,0031
0014,0017,0026,0034,0031
0013,0016,0020,0025,0029
0013,0016,0020,0025,0029
0013,0016,0020,0025,0029
0011,0009,0016,0021,0019
0011,0009,0016,0021,0019
0011,0009,0016,0021,0019
0012,0012,0016,0019,0024
0012,0012,0016,0019,0024
