delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0001,0001,-001,0000,0003,0002,0000,0002
-001,0001,-001,-001,0000,0003,0001,0000,-002
0000,0001,-001,-001,0002,0002,0001,-002,-001
0000,0001,-001,-001,0002,0003,0001,-002,-001
0000,0001,0002,-001,0002,0003,0002,0001,0002
-001,0001,0002,0000,0001,0003,0002,0001,0002
-001,0001,0004,0000,0001,0004,0001,0001,0004
-001,0001,0004,0000,0003,0004,0001,0003,0011
-001,0001,0004,-001,0003,0007,0001,0003,0015
0001,0001,0007,-001,0003,0012,0000,0004,0017
0001,0003,0006,-001,0003,0013,0000,0004,0017
0001,0004,0006,-001,0007,0013,0001,0006,0013
0001,0006,0006,-001,0010,0011,0002,0009,0012
0001,0010,0006,0001,0017,0010,0002,0016,0007
0001,0012,0006,0003,0020,0008,0002,0019,0006
0003,0015,0005,0007,0021,0005,0004,0019,0003
0008,0015,0003,0008,0021,0005,0009,0016,0002
0008,0012,0002,0014,0021,0003,0012,0016,0001
0016,0009,0003,0019,0018,0003,0016,0008,0002
0019,0007,0003,0024,0012,0003,0019,0006,0000
0023,0007,0003,0025,0010,0005,0025,0005,0003
0023,0005,0003,0027,0008,0005,0025,0004,0004
0023,0005,0003,0027,0008,0005,0024,0004,0004
0023,0005,0003,0027,0008,0005,0024,0004,0004
0023,0005,0003,0025,0008,0005,0024,0004,0004
0023,0005,0003,0022,0008,0005,0024,0004,0004
0013,0004,0003,0017,0008,0007,0013,0003,0004
0010,0004,0003,0012,0007,0007,0010,0002,0004
0009,0003,0002,0009,0006,0007,0006,0002,0002
0007,0002,0002,0006,0004,0007,0005,0002,0000
0005,0002,0002,0003,0004,0005,0004,0002,0000
0005,0001,0002,0001,0003,0007,0004,0002,0000
0004,0000,0002,0002,0002,0005,0004,0002,0001
0003,0000,0002,0001,0002,0003,0003,0002,0001
0003,0001,0002,0001,0002,0003,0003,0002,0001
0002,0001,0003,0001,0002,0004,0003,0002,0001
0003,0000,0003,0001,0002,0004,0003,0000,0001
0002,-001,0001,0001,0002,0005,0003,0000,-002
0002,-001,0001,0001,0002,0003,0002,-001,-001
0002,0000,0001,0000,0002,0004,0001,0000,-002
0002,0000,0000,0000,0003,0004,0001,0000,-001
0001,-001,0000,0000,0002,0004,0001,0000,-003
0001,-001,0000,0000,0003,0006,0004,0001,0000
0000,0001,0000,0000,0002,0001,0001,0001,-002
0000,0001,0001,0000,0001,0005,0001,0001,-002
-001,0001,0001,0000,0001,0001,0001,0001,-002
0000,0000,0001,-001,0001,0002,0001,0000,0001
0000,-001,0001,-001,0001,0002,-001,0000,0001
0001,-001,0000,-001,0001,0002,-001,-001,0000
0000,0001,0000,-001,0001,0002,0001,-001,-001
-001,0001,0000,0000,0001,0001,0001,-001,0000
-001,0001,0000,-001,0001,0002,0001,-001,0000
-001,0000,0000,-001,0001,0002,0002,-001,0000
0000,0000,0000,-001,0001,0002,0002,-001,0000
0000,0000,0000,0000,0001,0001,0002,-001,0000
