delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,0000,0000,0000,0003,0000,0000,0000
0000,-001,0000,0001,0000,0001,0000,0000,0001
0001,0001,0000,-001,-001,0001,0001,-001,0001
0001,0001,0001,0000,-001,0001,0001,-001,0001
0001,0000,0001,-001,0000,0002,0001,-001,0000
0000,0000,0001,0000,0000,0002,0001,0001,0000
0000,0001,-002,-001,0000,0003,0001,0001,-001
0000,0001,-002,-001,0000,0003,0000,0001,0000
-001,0001,0001,-001,0000,0004,0000,0001,0000
-001,0001,0001,-001,0000,0003,0001,0001,0000
-001,0001,0001,0000,-001,0003,0001,0001,0000
0001,0001,0001,0000,-001,0003,-002,0001,0002
0002,0002,0008,0000,0001,0011,-002,0001,0003
0001,0002,0014,0000,0001,0015,-001,0002,0007
0001,0003,0019,0000,0003,0021,0000,0004,0012
0000,0008,0019,0000,0007,0021,0002,0005,0012
0000,0018,0019,0001,0017,0020,0002,0010,0008
0002,0024,0007,0003,0029,0010,0002,0012,0006
0006,0032,0006,0008,0032,0009,0004,0017,0005
0006,0032,0006,0008,0033,0009,0004,0017,0005
0006,0032,0006,0008,0034,0009,0004,0017,0005
0006,0032,0006,0008,0035,0009,0004,0017,0005
0006,0027,0006,0008,0035,0009,0004,0017,0005
0006,0023,0006,0008,0032,0009,0004,0017,0005
0006,0021,0006,0008,0032,0009,0004,0017,0005
0017,0015,0002,0015,0024,0006,0009,0015,0003
0019,0008,0002,0019,0012,0005,0012,0011,0003
0019,0005,0003,0020,0010,0005,0014,0009,0005
0019,0005,0003,0020,0008,0005,0014,0009,0005
0019,0005,0003,0020,0008,0005,0014,0009,0005
0019,0005,0003,0020,0007,0005,0014,0009,0005
0019,0005,0003,0020,0007,0005,0014,0009,0005
0019,0005,0003,0020,0007,0005,0014,0009,0005
0011,0005,0002,0018,0005,0003,0013,0006,0002
0008,0003,0002,0010,0003,0003,0011,0006,0002
0006,0003,0001,0008,0003,0004,0009,0005,0001
0005,0002,0001,0007,0003,0005,0008,0004,0001
0004,0001,0001,0005,0003,0005,0007,0002,0000
0005,0001,0002,0004,0002,0005,0006,0002,0000
0004,0001,0002,0004,0002,0004,0005,0003,0000
0004,0001,0000,0003,0002,0004,0004,0003,-001
0003,0002,0000,0002,0001,0004,0004,0002,-001
0003,0002,0000,0002,0001,0003,0003,0002,0000
0003,0001,0000,0002,0001,0003,0003,0002,0000
0002,0001,-002,0002,0001,0003,0003,0001,0000
0002,0001,-002,0002,0001,0003,0003,0001,0000
0001,0001,0002,0001,0001,0003,0003,0001,0001
0000,0000,0003,0001,0001,0003,0004,0001,0001
0000,0000,0002,0001,0000,0001,0004,0001,0001
0001,0000,0001,0001,0000,0001,0004,0001,0001
0001,0001,0000,0001,0000,0001,0001,0001,-002
-001,0001,0000,0002,0000,0001,0002,0001,0000
-001,0001,0000,0001,0000,0001,0001,0000,-001
0000,0001,0000,0001,0000,0001,0001,0000,0000
0000,0000,0000,0000,0000,0001,0000,0000,-001
