delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,-001,-001,-001,0001,0000,0000,-001,0002
0001,-001,0000,-001,0001,0001,0001,0000,0004
0001,-001,0001,0001,0001,-002,0001,0000,0001
0000,0000,0001,0001,0001,0002,0001,0000,0001
0000,0001,0001,0001,0001,0002,0001,0000,0001
0001,0000,0001,0000,0001,0005,0001,0000,0001
0001,0000,0002,-001,0001,0005,0001,0000,0003
0000,0000,0003,-001,0001,0006,0002,0001,0006
0000,0001,0007,0000,0002,0011,0002,0002,0009
0000,0002,0010,0001,0003,0012,0003,0003,0009
0000,0003,0010,0001,0003,0012,0003,0003,0011
0001,0004,0012,0001,0003,0015,0001,0003,0011
0000,0008,0014,0002,0009,0015,0001,0004,0012
0002,0014,0014,0001,0018,0014,0002,0008,0010
0003,0018,0009,0002,0024,0013,0004,0012,0009
0005,0020,0004,0004,0024,0009,0004,0015,0007
0006,0027,0003,0007,0028,0003,0004,0018,0005
0007,0027,0003,0008,0033,0003,0007,0018,0003
0007,0026,0003,0008,0033,0003,0007,0018,0003
0007,0025,0003,0008,0033,0003,0007,0018,0003
0007,0024,0003,0008,0033,0003,0007,0018,0003
0007,0024,0003,0008,0032,0003,0007,0018,0003
0007,0024,0003,0008,0031,0003,0007,0018,0003
0017,0012,0002,0016,0027,0002,0012,0016,0002
0020,0008,0002,0020,0017,0002,0013,0014,0002
0025,0008,0003,0022,0013,0002,0020,0011,0003
0025,0008,0003,0022,0011,0002,0020,0011,0003
0021,0008,0003,0022,0011,0002,0020,0011,0003
0021,0008,0003,0022,0010,0002,0020,0011,0003
0021,0008,0003,0022,0010,0002,0020,0011,0003
0021,0008,0003,0022,0008,0002,0020,0011,0003
0018,0004,0003,0023,0008,0004,0020,0006,0003
0013,0004,0002,0023,0008,0004,0020,0004,0003
0011,0004,0002,0016,0007,0005,0022,0004,0003
0010,0004,0002,0016,0005,0005,0022,0004,0003
0009,0004,0002,0010,0005,0005,0019,0004,0004
0008,0003,0002,0007,0004,0005,0013,0003,0003
0006,0002,0002,0006,0003,0005,0010,0003,0002
0004,0001,0001,0005,0003,0004,0009,0001,0001
0004,0000,0001,0005,0002,0002,0005,0001,0001
0004,0000,0000,0001,0002,0000,0004,0001,0001
0002,-001,0000,0001,0001,0000,0004,0000,0000
0001,-001,0000,0001,0000,0000,0003,0000,0001
0001,0000,0001,0001,0000,0000,0003,0000,0001
0001,0000,0001,0001,0000,-002,0002,0001,0001
0000,0001,0000,0001,0000,-001,0001,0002,0001
0000,-001,0000,0001,0000,-001,0001,0001,0001
0000,0001,-001,0000,0000,-001,0001,0000,0000
0000,-001,0000,0001,0000,-001,0002,0000,0000
0001,0000,-001,0002,0000,-001,0003,0001,0001
0000,0000,-001,0002,0001,0000,0003,0001,0001
0001,0000,-001,0003,0002,0000,0003,0001,0002
0002,0000,-001,0002,0002,0000,0003,0001,0002
0002,0000,-001,0000,0001,0001,0003,0001,0001
0001,0001,-001,0000,0001,0001,0003,0000,0000
