delta1,delta2,delta3,delta4
0063,0103,0170,0147,
0059,0103,0170,0147,
0059,0090,0159,0134,
0050,0083,0148,0120,
0050,0083,0148,0120,
0050,0083,0148,0120,
0056,0094,0169,0139,
0073,0113,0205,0175,
0073,0113,0205,0175,
0073,0113,0205,0170,
0068,0103,0187,0149,
0068,0103,0186,0149,
0068,0103,0186,0149,
0068,0103,0186,0149,
0068,0103,0186,0149,
0067,0103,0172,0148,
0059,0090,0155,0125,
0059,0090,0155,0125,
0053,0084,0132,0118,
0046,0071,0113,0095,
0046,0071,0113,0095,
0046,0067,0110,0095,
0043,0065,0099,0080,
0043,0065,0099,0080,
0043,0065,0099,0080,
0040,0060,0100,0086,
0040,0060,0100,0086,
0040,0060,0100,0086,
0045,0071,0113,0092,
0045,0071,0113,0092,
