delta1,delta2,delta3,delta4
0101,0172,0347,0283,
0101,0175,0395,0283,
0106,0192,0395,0288,
0106,0192,0393,0288,
0098,0158,0325,0246,
0087,0157,0311,0231,
0083,0135,0271,0201,
0083,0135,0255,0201,
0076,0125,0239,0194,
0076,0125,0239,0194,
0076,0125,0239,0194,
0091,0146,0284,0236,
0091,0148,0290,0237,
0091,0148,0315,0239,
0122,0191,0395,0311,
0122,0199,0448,0315,
0120,0204,0463,0325,
0108,0204,0463,0315,
0105,0181,0394,0278,
0094,0150,0309,0234,
0082,0145,0298,0223,
0081,0131,0256,0197,
0081,0130,0252,0197,
0076,0125,0240,0192,
0076,0125,0240,0192,
0076,0125,0240,0192,
0096,0154,0296,0241,
0096,0156,0306,0246,
0096,0161,0356,0256,
0112,0199,0442,0326,
