delta1,delta2,delta3,delta4
0067,0088,0157,0128,
0055,0088,0157,0128,
0053,0088,0157,0128,
0053,0088,0157,0128,
0049,0088,0157,0128,
0049,0073,0118,0101,
0049,0073,0118,0101,
0057,0083,0138,0121,
0057,0083,0138,0121,
0057,0085,0138,0122,
0083,0112,0201,0174,
0083,0112,0201,0174,
0085,0119,0206,0178,
0076,0111,0207,0178,
0076,0111,0207,0178,
0075,0103,0182,0156,
0060,0091,0161,0130,
0056,0089,0149,0126,
0056,0085,0148,0126,
0050,0079,0129,0110,
0050,0079,0129,0110,
0050,0079,0129,0110,
0060,0089,0155,0131,
0060,0089,0155,0131,
0060,0095,0156,0132,
0084,0121,0212,0189,
0084,0121,0219,0189,
0084,0133,0227,0197,
0079,0115,0219,0177,
0079,0115,0213,0177,
