delta1,delta2,delta3,delta4
0081,0133,0242,0196,
0101,0164,0321,0245,
0101,0173,0345,0256,
0102,0173,0345,0256,
0101,0173,0345,0256,
0101,0173,0345,0256,
0101,0170,0313,0236,
0087,0156,0312,0212,
0087,0148,0260,0203,
0083,0117,0195,0171,
0068,0104,0188,0147,
0068,0100,0166,0147,
0068,0100,0166,0147,
0064,0100,0166,0147,
0064,0100,0166,0147,
0064,0094,0160,0139,
0067,0094,0160,0139,
0067,0094,0160,0139,
0067,0094,0160,0139,
0067,0094,0160,0139,
0067,0094,0172,0139,
0071,0102,0173,0156,
0086,0133,0249,0209,
0086,0149,0298,0217,
0092,0152,0320,0234,
0115,0193,0392,0287,
0115,0193,0392,0287,
0113,0193,0392,0287,
0101,0193,0392,0287,
0108,0193,0392,0287,
