delta1,delta2,delta3,delta4
0098,0141,0255,0222,
0105,0153,0278,0246,
0105,0153,0278,0246,
0109,0154,0281,0246,
0117,0170,0335,0287,
0117,0170,0335,0287,
0100,0164,0332,0272,
0090,0149,0317,0244,
0090,0149,0290,0222,
0073,0118,0215,0170,
0058,0118,0215,0170,
0058,0118,0215,0170,
0058,0118,0215,0170,
0049,0118,0215,0170,
0063,0094,0168,0133,
0064,0094,0168,0133,
0064,0094,0168,0133,
0064,0094,0168,0133,
0064,0094,0168,0133,
0045,0074,0150,0116,
0045,0074,0150,0116,
0047,0079,0157,0117,
0047,0079,0157,0117,
0047,0079,0157,0117,
0056,0095,0188,0147,
0056,0095,0188,0147,
0056,0095,0188,0147,
0059,0097,0189,0147,
0059,0097,0189,0147,
0059,0097,0189,0147,
