delta1,delta2,delta3,delta4
0077,0121,0205,0175,
0075,0106,0178,0159,
0071,0105,0177,0155,
0071,0105,0175,0157,
0071,0105,0175,0157,
0084,0122,0219,0186,
0085,0136,0246,0208,
0087,0137,0255,0215,
0085,0136,0255,0215,
0083,0124,0229,0192,
0078,0117,0204,0177,
0076,0115,0199,0170,
0076,0115,0201,0176,
0076,0115,0201,0176,
0085,0129,0251,0212,
0091,0144,0279,0229,
0095,0155,0303,0242,
0106,0162,0316,0260,
0106,0162,0316,0260,
0102,0162,0316,0260,
0094,0162,0316,0260,
0092,0162,0316,0260,
0087,0131,0235,0196,
0081,0120,0223,0190,
0071,0105,0182,0160,
0070,0099,0174,0145,
0070,0099,0174,0145,
0070,0099,0174,0145,
0070,0099,0174,0145,
0070,0099,0174,0145,
