delta1,delta2,delta3,delta4
0069,0092,0191,0128,
0069,0092,0191,0128,
0049,0092,0191,0128,
0049,0092,0191,0128,
0051,0092,0191,0128,
0067,0112,0208,0154,
0069,0112,0208,0158,
0069,0112,0220,0158,
0077,0124,0233,0180,
0093,0143,0283,0218,
0099,0169,0359,0263,
0103,0170,0381,0270,
0114,0211,0472,0334,
0114,0211,0472,0334,
0109,0211,0472,0334,
0104,0211,0472,0334,
0104,0183,0375,0267,
0068,0130,0263,0177,
0068,0118,0237,0169,
0068,0118,0237,0169,
0060,0118,0237,0169,
0060,0118,0237,0169,
0060,0104,0196,0147,
0056,0094,0183,0133,
0056,0094,0183,0133,
0056,0094,0183,0133,
0056,0094,0183,0133,
0056,0094,0183,0133,
0078,0129,0246,0187,
0101,0159,0308,0249,
