delta1,delta2,delta3,delta4
0082,0133,0231,0191,
0093,0152,0270,0215,
0093,0152,0270,0215,
0093,0138,0239,0199,
0086,0129,0226,0182,
0086,0129,0226,0182,
0085,0128,0213,0182,
0081,0125,0208,0178,
0081,0125,0208,0178,
0081,0125,0208,0178,
0077,0119,0203,0174,
0077,0119,0203,0174,
0077,0114,0203,0170,
0073,0114,0202,0170,
0073,0114,0202,0170,
0073,0117,0202,0171,
0086,0138,0245,0198,
0086,0138,0250,0198,
0086,0149,0264,0208,
0091,0160,0286,0221,
0091,0160,0286,0221,
0088,0139,0240,0194,
0075,0132,0227,0173,
0075,0120,0207,0173,
0075,0109,0184,0161,
0072,0105,0171,0146,
0072,0105,0171,0146,
0072,0105,0171,0146,
0072,0109,0182,0156,
0072,0109,0182,0156,
