delta1,delta2,delta3,delta4
0088,0127,0244,0200,
0077,0116,0210,0172,
0076,0114,0204,0167,
0074,0108,0192,0166,
0074,0103,0185,0156,
0079,0103,0185,0156,
0080,0103,0185,0156,
0080,0117,0217,0173,
0091,0133,0242,0208,
0091,0137,0242,0208,
0091,0137,0233,0204,
0084,0132,0232,0197,
0081,0117,0201,0171,
0074,0105,0183,0158,
0072,0105,0183,0158,
0072,0105,0183,0158,
0072,0105,0183,0158,
0074,0105,0183,0158,
0074,0106,0184,0158,
0074,0109,0195,0165,
0086,0131,0247,0205,
0095,0145,0276,0225,
0101,0147,0279,0234,
0101,0152,0279,0237,
0096,0152,0279,0237,
0088,0152,0279,0237,
0082,0134,0240,0197,
0082,0124,0206,0177,
0069,0105,0183,0160,
0069,0103,0181,0152,
