delta1,delta2,delta3,delta4
0072,0109,0178,0158,
0073,0114,0188,0165,
0080,0115,0194,0166,
0085,0127,0223,0193,
0085,0127,0223,0193,
0082,0123,0220,0187,
0080,0122,0209,0178,
0070,0103,0177,0154,
0063,0090,0149,0131,
0062,0088,0142,0127,
0061,0087,0135,0124,
0062,0087,0135,0124,
0067,0091,0151,0136,
0069,0104,0171,0153,
0072,0111,0187,0159,
0081,0115,0204,0176,
0081,0115,0204,0176,
0073,0114,0186,0163,
0071,0113,0183,0158,
0070,0101,0171,0151,
0070,0101,0171,0151,
0072,0106,0171,0156,
0072,0106,0175,0156,
0072,0107,0179,0157,
0073,0110,0179,0157,
0073,0110,0171,0153,
0069,0101,0169,0149,
0069,0101,0169,0149,
0074,0101,0171,0157,
0074,0102,0184,0164,
