delta1,delta2,delta3,delta4
0102,0174,0329,0269,
0101,0148,0277,0228,
0092,0146,0253,0222,
0087,0130,0236,0196,
0087,0130,0226,0196,
0086,0125,0221,0189,
0088,0125,0224,0191,
0088,0125,0224,0191,
0102,0140,0245,0216,
0102,0143,0261,0225,
0103,0151,0286,0243,
0125,0180,0339,0289,
0125,0188,0372,0301,
0122,0188,0372,0301,
0121,0186,0372,0295,
0105,0167,0323,0263,
0094,0143,0273,0216,
0092,0140,0247,0204,
0083,0123,0218,0189,
0083,0122,0206,0176,
0079,0111,0196,0166,
0079,0110,0192,0165,
0079,0110,0192,0165,
0084,0124,0212,0187,
0091,0127,0225,0194,
0096,0133,0249,0211,
0104,0157,0285,0247,
0104,0157,0306,0252,
0106,0160,0306,0252,
0102,0155,0299,0252,
