delta1,delta2,delta3,delta4
0066,0103,0200,0159,
0070,0118,0239,0184,
0088,0143,0302,0227,
0093,0143,0302,0237,
0093,0143,0302,0237,
0093,0143,0302,0237,
0093,0143,0302,0237,
0079,0136,0262,0200,
0079,0128,0249,0190,
0064,0106,0206,0153,
0064,0101,0191,0153,
0060,0092,0186,0146,
0060,0091,0183,0129,
0060,0091,0183,0129,
0060,0091,0183,0129,
0060,0091,0183,0129,
0065,0101,0194,0141,
0077,0120,0233,0182,
0081,0124,0245,0193,
0081,0142,0278,0218,
0092,0164,0335,0261,
0092,0164,0335,0261,
0092,0158,0323,0228,
0091,0153,0297,0214,
0070,0130,0254,0188,
0070,0111,0217,0166,
0065,0109,0212,0161,
0064,0096,0193,0139,
0056,0093,0175,0130,
0056,0093,0175,0130,
