delta1,delta2,delta3,delta4
0104,0179,0366,0279,
0104,0179,0373,0279,
0104,0179,0373,0279,
0102,0179,0373,0279,
0094,0179,0373,0279,
0086,0137,0279,0200,
0085,0133,0255,0195,
0057,0100,0194,0142,
0057,0082,0175,0116,
0049,0082,0175,0116,
0049,0082,0175,0116,
0042,0082,0175,0116,
0042,0082,0175,0116,
0052,0087,0175,0117,
0055,0088,0178,0124,
0082,0122,0232,0177,
0082,0130,0249,0190,
0082,0130,0249,0190,
0082,0130,0249,0190,
0082,0130,0249,0190,
0105,0172,0334,0259,
0105,0186,0374,0291,
0102,0186,0374,0291,
0096,0186,0374,0291,
0091,0186,0374,0291,
0073,0123,0244,0181,
0063,0102,0207,0143,
0057,0102,0202,0133,
0049,0085,0162,0109,
0043,0077,0149,0100,
