delta1,delta2,delta3,delta4
0069,0106,0171,0145,
0069,0100,0169,0133,
0069,0096,0154,0132,
0069,0096,0154,0132,
0069,0096,0154,0132,
0069,0096,0154,0132,
0069,0096,0154,0132,
0073,0099,0167,0150,
0073,0105,0191,0160,
0073,0111,0201,0170,
0098,0151,0280,0236,
0105,0177,0341,0275,
0105,0177,0341,0275,
0115,0177,0341,0275,
0115,0177,0341,0275,
0115,0177,0341,0275,
0104,0184,0344,0275,
0104,0184,0344,0263,
0083,0133,0254,0189,
0075,0132,0229,0183,
0073,0113,0185,0155,
0066,0113,0185,0155,
0064,0113,0185,0155,
0064,0113,0185,0155,
0062,0089,0143,0126,
0062,0089,0143,0126,
0062,0089,0143,0126,
0062,0089,0143,0126,
0062,0089,0143,0126,
0062,0088,0142,0126,
