delta1,delta2,delta3,delta4
0043,0077,0149,0100,
0043,0077,0149,0100,
0063,0104,0200,0147,
0070,0111,0202,0152,
0070,0116,0222,0171,
0087,0135,0276,0217,
0087,0135,0276,0217,
0087,0135,0276,0217,
0087,0135,0276,0217,
0087,0135,0276,0217,
0085,0135,0274,0202,
0070,0129,0263,0185,
0065,0118,0232,0166,
0065,0113,0222,0162,
0056,0100,0211,0138,
0055,0092,0186,0132,
0055,0092,0186,0132,
0055,0092,0186,0132,
0055,0092,0186,0132,
0055,0092,0185,0132,
0053,0084,0164,0113,
0053,0084,0161,0113,
0053,0084,0161,0113,
0062,0091,0175,0125,
0062,0093,0188,0127,
0062,0093,0188,0127,
0074,0112,0221,0166,
0074,0112,0226,0167,
0074,0112,0236,0167,
0081,0137,0271,0204,
