delta1,delta2,delta3,delta4
0072,0108,0197,0169,
0071,0118,0206,0167,
0071,0118,0206,0167,
0068,0109,0171,0152,
0058,0088,0158,0126,
0058,0087,0153,0126,
0058,0087,0142,0126,
0055,0078,0131,0120,
0055,0078,0131,0120,
0055,0078,0131,0120,
0068,0101,0165,0152,
0068,0101,0165,0152,
0068,0105,0178,0156,
0085,0132,0240,0200,
0085,0132,0240,0200,
0085,0132,0240,0200,
0085,0132,0240,0200,
0085,0132,0240,0200,
0076,0119,0191,0155,
0062,0098,0180,0138,
0062,0093,0161,0138,
0062,0086,0139,0128,
0052,0076,0122,0107,
0052,0076,0122,0107,
0052,0076,0122,0107,
0056,0076,0123,0110,
0056,0076,0123,0110,
0056,0076,0123,0110,
0069,0094,0161,0144,
0070,0097,0165,0147,
