delta1,delta2,delta3,delta4
0110,0151,0254,0222,
0120,0167,0296,0251,
0122,0179,0319,0267,
0138,0205,0362,0303,
0138,0205,0362,0303,
0133,0184,0332,0271,
0122,0183,0315,0270,
0111,0166,0274,0233,
0111,0150,0245,0220,
0100,0140,0239,0204,
0100,0140,0227,0204,
0100,0140,0227,0204,
0132,0165,0273,0245,
0135,0174,0308,0257,
0139,0184,0315,0275,
0139,0184,0315,0278,
0132,0184,0313,0278,
0111,0152,0269,0227,
0110,0150,0252,0218,
0091,0139,0219,0191,
0091,0134,0219,0191,
0101,0134,0236,0205,
0105,0144,0256,0220,
0120,0166,0287,0248,
0168,0221,0381,0339,
0168,0221,0381,0339,
0163,0221,0379,0332,
0153,0197,0342,0301,
0118,0159,0273,0229,
0104,0135,0223,0191,
