delta1,delta2,delta3,delta4
0100,0171,0338,0249,
0065,0121,0239,0173,
0065,0105,0204,0151,
0064,0105,0204,0151,
0057,0105,0204,0151,
0057,0105,0204,0151,
0057,0094,0188,0136,
0060,0094,0188,0136,
0061,0099,0194,0146,
0079,0119,0233,0181,
0080,0122,0249,0189,
0101,0149,0302,0236,
0101,0172,0355,0275,
0106,0172,0355,0275,
0106,0172,0355,0275,
0106,0172,0355,0275,
0087,0153,0312,0230,
0085,0144,0289,0213,
0081,0132,0268,0201,
0067,0109,0213,0154,
0067,0109,0213,0154,
0067,0109,0213,0154,
0061,0109,0213,0154,
0061,0109,0213,0154,
0061,0103,0206,0154,
0064,0103,0194,0144,
0065,0107,0194,0144,
0065,0107,0194,0144,
0065,0107,0194,0144,
0065,0107,0194,0144,
