delta1,delta2,delta3,delta4
0095,0141,0242,0209,
0097,0145,0244,0215,
0098,0154,0281,0233,
0098,0154,0281,0233,
0093,0150,0259,0208,
0085,0148,0252,0206,
0085,0130,0223,0185,
0077,0114,0191,0162,
0071,0113,0189,0158,
0071,0101,0167,0151,
0071,0101,0162,0145,
0073,0100,0162,0142,
0073,0100,0165,0142,
0073,0100,0165,0142,
0073,0100,0165,0142,
0073,0100,0165,0142,
0073,0100,0165,0145,
0092,0125,0207,0190,
0095,0131,0240,0206,
0097,0150,0270,0231,
0117,0185,0353,0289,
0117,0201,0390,0309,
0124,0201,0390,0309,
0111,0201,0390,0309,
0110,0201,0390,0309,
0102,0167,0292,0232,
0095,0143,0245,0213,
0079,0112,0197,0166,
0073,0095,0152,0137,
0062,0095,0152,0137,
