delta1,delta2,delta3,delta4
0085,0122,0194,0174,
0104,0147,0254,0226,
0104,0149,0271,0237,
0112,0157,0278,0259,
0118,0171,0314,0276,
0118,0171,0314,0276,
0105,0161,0292,0244,
0095,0142,0279,0221,
0095,0142,0279,0221,
0095,0142,0272,0221,
0094,0141,0257,0212,
0094,0141,0257,0212,
0094,0137,0256,0212,
0090,0129,0239,0197,
0090,0129,0239,0197,
0090,0129,0227,0193,
0087,0122,0215,0193,
0087,0122,0215,0193,
0087,0122,0215,0196,
0090,0139,0255,0210,
0090,0142,0273,0210,
0090,0145,0275,0229,
0105,0168,0330,0265,
0105,0168,0330,0265,
0102,0158,0281,0230,
0089,0145,0276,0207,
0089,0131,0235,0195,
0087,0114,0205,0175,
0060,0103,0186,0155,
0060,0103,0186,0155,
