delta1,delta2,delta3,delta4
0078,0110,0198,0165,
0075,0108,0189,0157,
0075,0107,0182,0145,
0079,0107,0182,0145,
0079,0107,0182,0145,
0079,0116,0200,0166,
0092,0133,0235,0204,
0105,0150,0268,0234,
0112,0155,0302,0262,
0121,0172,0326,0281,
0121,0172,0326,0281,
0100,0154,0271,0238,
0096,0141,0258,0218,
0084,0118,0242,0186,
0077,0118,0212,0178,
0077,0121,0212,0178,
0081,0123,0222,0187,
0086,0124,0227,0198,
0099,0145,0269,0231,
0099,0145,0269,0231,
0094,0138,0245,0211,
0089,0129,0242,0210,
0086,0119,0229,0189,
0083,0119,0212,0184,
0083,0119,0212,0184,
0083,0120,0225,0185,
0084,0129,0227,0197,
0096,0147,0281,0231,
0097,0149,0288,0233,
0100,0149,0288,0233,
