delta1,delta2,delta3,delta4
00001,00001,-0001,00001
00000,00002,00001,00001
00001,-0001,-0001,00000
00001,-0001,-0002,00003
00002,00000,00000,00000
00001,00000,00000,00001
00001,00001,00000,00001
00002,00002,-0002,00000
00000,00001,00001,00002
00002,00003,00000,00000
00002,00003,00001,00001
00002,00002,00001,00000
00003,00003,00000,00003
00010,00005,00002,00005
00030,00010,00007,00017
00016,00010,00007,00017
00006,00009,00008,00011
00004,00004,00002,00004
00004,00004,00002,00003
00004,00003,00001,00002
00004,00003,00001,00002
00001,00003,00002,00003
00002,00002,00000,00003
00003,00002,00001,00001
00002,00001,00001,00002
00002,00000,00001,00001
00002,00000,00000,00002
00001,00005,00000,-0001
00002,00002,00001,00002
00000,00002,00000,00003
00001,00003,-0001,00003
00001,00004,00000,00002
00001,00002,00001,00001
00003,00002,-0001,00000
00001,00001,00001,00001
00002,00001,00001,00002
00000,00001,00001,00002
00000,00002,-0001,-0002
00002,00000,-0001,00001
00002,00001,-0001,00000
00000,00001,00001,00000
00001,00001,00001,-0001
00001,00000,-0001,00000
00000,00000,00001,00001
-0001,00000,-0001,-0001
-0001,-0001,00000,00000
00001,00000,00001,00001
00000,00002,-0001,00000
00000,00001,00000,00000
00000,00001,00001,00001
00001,00003,00000,00004
00001,00000,00000,00000
00002,00001,00000,00000
00000,00000,00001,-0001
00003,00001,00000,00000
