delta1,delta2,delta3,delta4
00001,00000,00003,00003
-0002,-0001,00003,00005
-0002,-0001,00003,00003
00000,00000,00002,00002
00001,00001,00001,00001
-0001,00000,00001,00002
00001,00002,00002,00000
00000,00000,00003,00001
00003,00001,00003,00000
-0003,-0004,00004,00000
00002,00001,00004,00003
00000,00002,00001,00001
00004,00002,00003,00002
00007,00002,00003,00006
00034,00014,00008,00013
00053,00014,00008,00013
00030,00014,00008,00013
00012,00014,00008,00013
00005,00011,00004,00009
00003,00002,00004,00006
00003,00004,00003,00004
00001,00002,00004,00005
00003,00002,00003,00003
00002,00000,00002,00002
00001,00002,00003,00003
00002,00001,00002,00001
00002,00002,00001,00001
00002,00002,00001,00002
00002,00003,00002,00002
-0001,00001,00002,00002
00002,00001,00002,00000
00003,-0001,00001,00000
00001,-0005,00002,00001
00000,00001,00001,00000
00001,00000,00001,00000
00002,00002,00000,00002
00000,00001,00001,00000
00001,00000,00001,00002
00001,00000,00001,00001
00001,00001,00000,00001
00001,00001,00001,-0001
00000,00002,00002,00001
-0001,-0001,00001,00001
00000,00003,00001,00000
00000,00001,00002,00001
00000,00001,00001,-0001
00001,00000,00001,00001
00000,00002,00001,00001
-0003,00000,00001,00000
00001,00000,00002,00003
-0001,00000,00000,00000
00000,00001,00001,00000
00000,00001,00002,00001
00000,00000,00001,-0001
00002,00003,00000,00000
