delta1,delta2,delta3,delta4
00001,-0001,-0001,00000
00000,00001,-0001,-0001
-0002,-0001,-0001,00001
-0001,00002,00000,-0001
00001,00000,-0001,00000
00003,00001,00001,00000
00009,00002,-0001,00001
00020,00004,00001,00005
00021,00004,00001,00005
00022,00004,00001,00005
00021,00004,00001,00005
00021,00004,00001,00005
00019,00004,00001,00005
00019,00010,00012,00022
00019,00010,00012,00024
00019,00010,00012,00023
00019,00010,00012,00023
00019,00010,00012,00026
00019,00010,00012,00024
00015,00010,00016,00023
00010,00008,00016,00026
00011,00006,00012,00023
00010,00006,00010,00020
00004,00003,00006,00015
00004,00003,00006,00016
00005,00009,00008,00014
00005,00009,00008,00012
00005,00009,00008,00012
00005,00009,00008,00012
00005,00009,00008,00010
00005,00009,00008,00010
00003,00003,00003,00008
00002,00001,00005,00007
00004,00004,00003,00006
00004,00002,00003,00005
00001,00002,00002,00004
00001,00003,00002,00003
00002,00002,00002,00002
00000,00002,00003,00002
00003,-0002,00000,00002
00002,00003,00001,00003
00000,00001,00002,00001
00002,00001,00000,00000
00002,00001,-0003,-0004
00001,00001,00001,-0001
00000,00002,-0001,00001
00000,00000,00000,-0001
00000,00000,-0001,00001
00002,00002,-0001,00000
00000,00002,-0001,00000
00000,00001,00000,-0002
00001,-0001,-0001,-0002
00000,-0001,00000,-0001
-0001,00000,00000,-0001
00001,00000,00000,-0001
