delta1,delta2,delta3,delta4
00000,00000,-0001,00000
-0002,00000,-0002,-0003
-0002,-0001,00000,-0001
-0001,-0001,-0001,00005
00000,00000,00000,-0002
00000,00000,00000,00000
00001,00000,-0001,-0002
00001,00000,-0001,00000
00002,-0001,00000,00001
00001,00000,00001,00002
00006,00001,00000,00002
00010,00003,00002,00012
00012,00005,00008,00016
00014,00005,00008,00018
00015,00009,00012,00023
00015,00009,00012,00025
00015,00009,00012,00028
00015,00009,00012,00021
00015,00009,00012,00028
00015,00009,00012,00023
00010,00007,00010,00023
00008,00007,00010,00020
00009,00006,00008,00015
00009,00006,00008,00015
00009,00006,00008,00013
00009,00006,00008,00012
00009,00006,00008,00012
00009,00006,00008,00010
00005,00005,00005,00011
00003,00004,00004,00008
00001,00001,00004,00007
00003,00003,00003,00007
00002,00000,00004,00004
00004,00002,00002,00005
00002,00003,00001,00004
00001,00001,00002,00005
00003,00001,00001,00004
00002,-0001,00001,00004
00003,00001,00001,00004
00001,00003,00000,00003
00002,00001,00001,00004
00002,00000,00002,00004
00001,00004,00001,00003
00001,00003,00001,00004
00000,00001,00000,00001
00000,00003,00001,00001
00001,00002,00000,00000
-0002,00001,-0002,-0001
00001,00000,00000,00000
00001,00001,-0001,00000
00001,00000,00000,-0001
-0001,00001,00000,00000
00001,-0002,-0002,00000
-0001,00000,00001,00000
00002,-0002,00001,-0001
