delta1,delta2,delta3,delta4
-0001,00000,00000,00002
00001,-0001,00000,00001
00000,00000,-0001,-0001
-0001,00003,-0001,00000
-0001,00001,-0001,00000
-0001,00001,-0001,00000
-0001,00000,-0002,-0001
-0002,00000,00000,00000
00000,00000,-0001,00002
00007,-0003,00000,00000
-0001,-0001,00000,00000
00010,00007,-0001,00002
00004,00001,00001,00002
00011,00002,00002,00011
00008,00006,00010,00080
00008,00006,00010,00016
00003,00005,00001,00005
00001,00002,00001,00002
00004,00003,00001,00002
00000,00001,00001,00002
00001,00001,00000,00002
00000,00003,00001,00002
00000,00003,00000,00002
00000,00002,-0001,00000
00001,00001,-0001,00003
-0001,00002,-0001,00003
00000,00000,-0001,00006
-0001,00000,00000,00001
00000,00001,00000,00001
00000,00002,00000,00000
-0002,-0001,00001,00001
-0001,00001,00000,00000
00000,00003,-0001,00001
00000,00000,-0001,00003
00002,00002,-0001,00001
00001,00001,-0002,00000
00000,00001,-0001,00001
00001,-0001,00000,00001
00007,00000,-0002,00003
-0002,00001,-0001,00001
-0001,00000,-0001,00001
00000,00002,00000,-0001
-0003,00001,00000,00001
-0001,00001,-0001,00000
00000,00001,-0001,00001
00000,00001,00000,00000
-0003,00000,00000,00000
00001,00002,-0001,-0001
00001,00002,-0001,00001
00000,00000,-0002,00000
00000,00001,00000,00001
-0002,-0001,00000,-0002
00000,00000,00000,00000
00000,00000,-0001,00000
00001,00001,00000,00001
