delta1,delta2,delta3,delta4
00004,00001,00002,00002
00002,00002,00003,00002
00002,00001,00001,00001
00004,00001,00002,00003
00003,00001,00004,-0004
00006,00001,00001,00000
00004,00002,00002,00001
00004,00001,00002,00001
00004,00001,00004,00000
00006,00003,00002,00003
00008,00002,00003,00004
00014,00005,00003,00007
00015,00008,00007,00012
00016,00007,00015,00022
00016,00007,00015,00023
00016,00007,00015,00026
00016,00007,00015,00023
00016,00007,00015,00022
00016,00007,00015,00020
00010,00007,00016,00020
00010,00007,00016,00021
00010,00007,00016,00019
00011,00004,00010,00019
00009,00006,00011,00019
00008,00006,00008,00014
00007,00006,00012,00015
00008,00005,00007,00010
00006,00001,00005,00008
00005,00008,00005,00007
00007,00001,00004,00001
00001,00005,00004,00006
00004,00003,00003,00005
00003,00002,00004,00006
00003,00003,00004,00005
00002,00003,00003,00004
00003,00002,00004,00004
00005,00003,00003,00002
00005,00004,00002,00004
00004,00002,00002,00003
00005,00002,00003,00004
00002,00005,00003,00003
00006,00001,00002,00002
00003,00003,00002,00002
00002,00002,00002,00001
00003,00003,00001,00002
00003,00002,00001,00000
00003,00002,00002,00002
00002,00003,00001,00002
00002,00002,00003,-0002
00000,00000,00000,00000
00006,00000,00001,-0001
00002,00001,00001,00000
00002,00000,00000,-0001
00002,00000,00001,-0002
00001,00000,00001,00000
